AGID,lab_id,catalog_number,set_id,peptide_target,protein_expression,gene_name,validation_status,antibody_origin,type,control1,fold_change
AGID00341,7.590346945602565,3388,Set181,RRM1,0.252824796,RRM1,Caution,Rabbit,Protein,0.158592502,1.594178746
AGID00344,7.591861714889934,PA5-27856,Set181,RRM2,0.088968952,RRM2,Caution,Rabbit,Protein,0.343222988,0.25921618
AGID00554,7.793999089503996,8408,Set181,RSK1,-0.221897447,RPS6KA1,Valid,Rabbit,Protein,-0.057614003,3.851449916
AGID00353,7.616775808698373,13018,Set181,S100A4,2.0,S100A4,Valid,Rabbit,Protein,2.0,2.0
AGID00330,7.536363938404511,2317,Old,S6,0.23052,RPS6,Valid,Mouse,Protein,0.22493,1.024852176
AGID00157,7.028201432058005,sc-58420,Old,SCD1,0.15847,SCD,Valid,Mouse,Protein,0.088736,1.785859178
AGID00230,7.200424892944957,11998,Set181,SDHA,2.0,SDHA,Valid,Rabbit,Protein,2.0,2.0
AGID00294,6.946975992135418,ab69836,Old,SETD2,-0.13538,SETD2,Caution,Rabbit,Protein,0.1418,-0.954724965
AGID00161,7.0317412587631285,32-4500,Old,SF2,-0.11835,SRSF1,Valid,Mouse,Protein,0.021133,-5.600246061
AGID02179,7.822444729489319,3534,Set181,SFRP1,-0.496957877,SFRP1,Valid,Rabbit,Protein,-0.23199716,2.142086037
AGID00431,7.788211557847076,12103,Set181,SGK1,-0.049875311,SGK1,Valid,Rabbit,Protein,0.060814231,-0.820125654
AGID00430,7.787382026484701,8156,Set181,SGK3,2.0,SGK3,Valid,Rabbit,Protein,2.0,2.0
AGID00376,7.715123603632105,3397,Set181,SHP2,-0.548275062,PTPN11,Valid,Rabbit,Protein,-0.085516553,6.411332576
AGID02208,7.852050207265889,ab8120,Set181,SIRP-alpha,-1.46527696,SIRPA,Valid,Rabbit,Protein,-0.655403943,2.235685299
AGID00222,7.033506484287697,sc-99002,Old,SLC1A5,0.04626667643013698,SLC1A5,Valid,Rabbit,Protein,0.15543,0.0
AGID00255,7.252762418053187,sc-136891,Set181,Slfn11,0.118531686,SLFN11,Caution,Goat,Protein,-0.100768759,-1.176274147
AGID00064,6.415096959171596,2954,Old,SMAC,0.5816,DIABLO,Caution,Mouse,Protein,-0.14886,-3.907026737
AGID00113,6.827629234502852,1649-1/ab33902,Old,SMAD1,-0.52716,SMAD1,Valid,Rabbit,Protein,0.092911,-5.673816879
AGID00091,6.680854678790215,1735-1/ab40854,Old,SMAD3,-0.048306,SMAD3,Valid,Rabbit,Protein,0.23965,-0.201568955
AGID02160,7.811163385025279,46535,Old,SMAD4,-0.05429,SMAD4,Valid,Rabbit,Protein,0.035251,-1.540098153
AGID00065,6.424869023905388,3895,Old,S IL,0.4163,S I1,Caution,Mouse,Protein,0.074396,5.595730953
AGID00325,7.506042178518122,4266,Set181,SOD1,0.580302194,SOD1,Valid,Mouse,Protein,-0.068678765,-8.449514111
AGID00380,7.192182058713246,13141,Set181,SOD2,-0.032609156,SOD2,Valid,Rabbit,Protein,-0.317444322,0.102724017
AGID00298,7.421177528595393,2748,Set181,Sox2,0.143119777,SOX2,Valid,Rabbit,Protein,0.541983774,0.264066535
AGID00066,6.432940092739179,05-184,Old,SRC,-0.27676,SRC,Valid,Mouse,Protein,-0.045107,6.13563305
AGID00185,7.088408778675395,4904,Set181,Stat3,0.966241579,STAT3,Caution,Rabbit,Protein,-0.251557232,-3.84104075
AGID00069,6.459904454377535,1289-1/ab32043,Old,STAT5ALPHA,-0.53467,STAT5A,Valid,Rabbit,Protein,-0.33807,1.581536368
AGID00077,6.577861357721047,1972-1/ab52630,Old,STATHMIN,0.19702,STMN1,Valid,Rabbit,Protein,-0.026827,-7.344093637
AGID00357,7.649692623711514,13647,Set181,STING,0.044612434,STING1,Valid,Rabbit,Protein,0.773410169,0.057682761
AGID00128,6.9411900550683745,sc-1240,Old,SYK,0.82671,SYK,Valid,Mouse,Protein,1.4566,0.567561444
AGID00070,6.472346294500901,05-348,Set181,Tau,-2.002830401,MAPT,Caution,Mouse,Protein,-0.238625058,8.393210746
AGID00327,6.656726524178391,2149,Old,TAZ,-0.042346,WWTR1,Valid,Rabbit,Protein,0.19703,-0.214921586
AGID00228,7.195937226475569,7495,Set181,TFAM,0.734440334,TFAM,Valid,Rabbit,Protein,0.227447673,3.229051871
AGID00165,7.039660349862076,22500002,Old,TFRC,1.7759,TFRC,Valid,Rabbit,Protein,-1.1099,-1.600054059
AGID00149,7.010311867307229,S1711/ab137573,Old,TIGAR,0.039151,TIGAR,Valid,Rabbit,Protein,0.0092657,4.225368833
AGID00109,6.812345094177479,MS-224-P1,Old,TRANSGLUTAMI SE,0.86701,TGM2,Valid,Mouse,Protein,0.21918,3.955698513
AGID00406,7.771067086065406,612344,Set181,TRAP1,0.635411868,TRAP1,Valid,Mouse,Protein,0.578664977,1.09806519
AGID00559,7.839131648274333,PA5-34561,Set181,TRIM24,2.0,TRIM24,Caution,Rabbit,Protein,2.0,2.0
AGID00306,7.471363088187097,ab167154,Set181,TRIM25,0.570186731,TRIM25,Caution,Rabbit,Protein,0.605574326,0.941563581
AGID00426,7.783640596221253,PA5-52193,Set181,TRIP13,2.0,TRIP13,Valid,Rabbit,Protein,2.0,2.0
AGID00155,7.026426808699636,4906,Old,TSC1,-0.34167,TSC1,Caution,Rabbit,Protein,0.64419,-0.530386998
AGID00144,6.9865664594064265,2044-1/ab76013,Old,TTF1,0.04626667643013698,NKX2-1,Valid,Rabbit,Protein,0.08125660245430107,0.5103230550456987
AGID00071,6.508769136971682,1613-1/ab32554,Old,TUBERIN,-1.0063,TSC2,Valid,Rabbit,Protein,-0.18726,5.373811812
AGID00417,7.519149957669823,ab173300,Set181,TUFM,-0.244989554,TUFM,Valid,Rabbit,Protein,-0.376102733,0.651389986
AGID00238,7.21081845347222,sc-81417,Set181,Twist,0.171517832,TWIST1,Caution,Mouse,Protein,0.047503632,3.610625646
AGID00436,6.985641817639208,5585,Set181,Tyro3,-0.066792307,TYRO3,Valid,Rabbit,Protein,-0.188018817,0.355242672
AGID00295,7.416378479192928,5546,Set181,U-Histone-H2B,-1.099226596,H2BC3,Caution,Rabbit,Protein,-1.178438229,0.932782533
AGID00214,7.147559271189454,HPA005651,Set181,UBAC1,0.420385959,UBAC1,Valid,Rabbit,Protein,0.207133319,2.02954291
AGID00351,7.611347717403621,sc-136145,Set181,UBQLN4,0.187852971,UBQLN4,Caution,Mouse,Protein,0.08558509,2.194926371
AGID00213,7.145196134997171,sc-271268,Set181,UGT1A,0.289519046,UGT1A1/UGT1A3/UGT1A4/UGT1A5/UGT1A7/UGT1A8/UGT1A9/UGT1A10,Valid,Mouse,Protein,0.06154001,4.704566119
AGID00208,7.136483208590247,MS304/ab14745,Set181,UQCRC2,-0.043283081,UQCRC2,Caution,Mouse,Protein,-0.058852661,0.735448156
AGID00313,7.485491608030754,13115,Set181,UVRAG,-0.199521938,UVRAG,Caution,Rabbit,Protein,-0.202976796,0.982979049
AGID00073,6.520621127558696,3112,Set181,VASP,2.0,VASP,Valid,Rabbit,Protein,2.0,2.0
AGID00184,7.074963197966044,2502,Set181,VAV1,-1.4690738,VAV1,Caution,Rabbit,Protein,-0.187757101,7.824331502
AGID00074,6.535241271013659,2479,Old,VEGFR2,-0.44825,KDR,Valid,Rabbit,Protein,-0.6257,0.716397635
AGID00421,7.781138509845015,68547,Set181,VHL,0.680089734,VHL,Caution,Rabbit,Protein,0.147304195,4.616906762
AGID00231,7.203405521083095,SAB4200080,Set181,Vinculin,-0.400760924,VCL,Valid,Mouse,Protein,-0.304312064,1.316940639
AGID00317,7.497207223203318,4936,Set181,Wee1,-0.56066645,WEE1,Caution,Rabbit,Protein,-0.405341759,1.383194397
AGID00285,7.395107546562485,12124,Set181,WIPI1,0.19841348,WIPI1,Caution,Rabbit,Protein,-0.349113326,-0.568335452
AGID00286,7.395721608602045,8567,Set181,WIPI2,0.407619698,WIPI2,Caution,Rabbit,Protein,0.489562029,0.832621147
AGID02214,7.854381210652365,ab195380,Set181,WTAP,0.962897116,WTAP,Valid,Rabbit,Protein,0.583392058,1.650514612
AGID00133,6.951772164398911,sc-32136,Old,XBP1,-0.3367,XBP1,Caution,Goat,Protein,0.09375,-3.591466667
AGID00076,6.551080335043404,2042,Set181,XIAP,0.828066815,XIAP,Caution,Rabbit,Protein,0.249981962,3.312506264
AGID00241,7.215239978730097,sc-56813,Set181,XPA,-0.863480559,XPA,Valid,Mouse,Protein,-0.460917607,1.873394607
AGID00349,7.2115567333138015,ab3299,Set181,XPF,-0.208574068,ERCC4,Caution,Mouse,Protein,-0.077931394,2.676380561
AGID02137,7.80016307039296,PA5-29359,Old,XRCC1,0.63969,XRCC1,Caution,Rabbit,Protein,0.2615,2.44623327
AGID00088,6.660575149839686,sc-15407,Old,YAP,1.0138,YAP1,Caution,Rabbit,Protein,0.45965,2.205591211
AGID00504,6.55250788703459,17250002,Old,YB1,-0.65481,YBX1,Valid,Rabbit,Protein,-0.12099,5.412100174
AGID02217,7.855544677915663,ab220163,Set181,YTHDF2,-0.39717812,YTHDF2,Valid,Rabbit,Protein,0.36015996,-1.102782553
AGID02210,7.8528278122817445,ab220161,Set181,YTHDF3,2.0,YTHDF3,Caution,Rabbit,Protein,2.0,2.0
AGID00326,7.511524648390866,2705,Set181,ZAP-70,-1.37513544,ZAP70,Valid,Rabbit,Protein,-0.971911728,1.414876887
AGID00432,7.716460800176355,sc-25388,Set181,ZEB1,-0.614077831,ZEB1,Valid,Rabbit,Protein,0.09694649,-6.334193543
